method,lambda,seed,cap,alpha,imbalance,n_groups,test_regret_normalized,test_fairness,test_pred_mse
PCGrad,0.0,22,linear,2.0,0.4,2.0,0.232189922632863,0.0514425806036631,0.5353013708878316
PCGrad,0.0,33,linear,2.0,0.4,2.0,0.3289916879800998,0.0894030759687231,1.205102998996171
PCGrad,0.0,44,linear,2.0,0.4,2.0,0.2369247420994345,0.2851761524899261,1.7817500819047123
PCGrad,0.0,55,linear,2.0,0.4,2.0,0.3026937341190114,0.1806093685123879,2.0400942847894887
SAA,0.0,11,linear,2.0,0.4,2.0,0.7157383350318461,0.3041178302573325,3.902624527417253
SAA,0.0,22,linear,2.0,0.4,2.0,0.5948499296586732,0.1678365872444244,1.1447435195904243
SAA,0.0,33,linear,2.0,0.4,2.0,0.7068889293051515,0.1626707708821563,2.0451591646851743
SAA,0.0,44,linear,2.0,0.4,2.0,0.5551638469548851,0.3200367557907635,2.47577154462866
SAA,0.0,55,linear,2.0,0.4,2.0,0.7253310487012222,0.2101535906970011,3.5722294114251016
WDRO,0.0,11,linear,2.0,0.4,2.0,0.3932320782795311,0.1993145167006428,2.366877273103076
WDRO,0.0,22,linear,2.0,0.4,2.0,0.2456911587155049,0.0698140113070298,0.5865118438009644
WDRO,0.0,33,linear,2.0,0.4,2.0,0.3837076515893678,0.084717534446813,1.1487985768964375
